product_id,product_name,customer_id,customer_name,category,Year,Month,order_date,gender,city,state,loyalty_points,Total_revenue,Total_quantity,Total_orders,Avg_revenue,Avg_quantity,Avg_loyalty_points,Min_price,Max_price
P208,Refrigerator,C0788,Rohan Verma,ELECTRONICS,2025,2,2025-02-20,M,Delhi,Rajasthan,null,226362,3,1,226362,3,null,75454.00,75454.00
P210,Air Conditioner,C0917,Arjun Rao,FASHION,2025,1,2025-01-01,M,Chennai,Delhi,1767,32865,3,1,32865,3,1767,10955.00,10955.00
P210,Air Conditioner,C0052,Rohan Gupta,FASHION,2025,1,2025-01-01,F,Lucknow,Maharashtra,null,148562,2,1,148562,2,null,74281.00,74281.00
P205,Levi Jeans,C0797,Rahul Gupta,FASHION,2025,2,2025-02-12,M,Lucknow,Maharashtra,null,null,2,1,null,2,null,null,null
P207,Microwave Oven,C0156,null,ELECTRONICS,2025,2,2025-02-18,null,null,null,null,null,3,1,null,3,null,null,null
P206,HP Laptop,C0927,Arjun Sharma,FASHION,2025,1,2025-01-22,M,Hyderabad,Telangana,944,null,1,1,null,1,944,null,null
P201,iPhone 15,C0657,Amit Das,HOME & LIVING,2025,2,2025-02-04,F,Delhi,Uttar Pradesh,null,63134,2,1,63134,2,null,31567.00,31567.00
P205,Levi Jeans,C0983,Anjali Singh,ELECTRONICS,2025,2,2025-02-25,M,Bangalore,Uttar Pradesh,null,null,3,1,null,3,null,null,null
P210,Air Conditioner,C0946,Pooja Mehta,FASHION,2025,2,2025-02-11,M,Bangalore,Karnataka,538,140049,3,1,140049,3,538,49140.00,49140.00
null,iPhone 15,C0778,Arjun Singh,FASHION,2025,3,2025-03-25,F,Kolkata,Maharashtra,null,null,3,1,null,3,null,null,null
P204,Nike Shoes,C0322,Meena Rao,FASHION,2025,3,2025-03-04,F,Pune,Rajasthan,null,57157,1,1,57157,1,null,57157.00,57157.00
P209,Office Chair,C0340,Meena Singh,ELECTRONICS,2025,3,2025-03-19,M,Chennai,Tamil Nadu,null,184850.1,3,1,184850.1,3,null,68463.00,68463.00
P209,Office Chair,C0086,Arjun Gupta,ELECTRONICS,2025,3,2025-03-30,M,Kolkata,Tamil Nadu,null,null,1,1,null,1,null,null,null
P202,Samsung TV,C0562,Pooja Gupta,ELECTRONICS,2025,2,2025-02-27,M,Kolkata,Tamil Nadu,125,86161.2,3,1,86161.2,3,125,30232.00,30232.00
P201,iPhone 15,C0373,Sneha Mehta,HOME & LIVING,2025,2,2025-02-10,F,Delhi,Delhi,null,77320.5,2,1,77320.5,2,null,40695.00,40695.00
P204,Nike Shoes,C0003,Sneha Verma,FASHION,2025,1,2025-01-09,M,Jaipur,Maharashtra,null,126994.09999999999,2,1,126994.09999999999,2,null,66839.00,66839.00
P208,Refrigerator,C0453,Sneha Verma,ELECTRONICS,2025,3,2025-03-30,F,Mumbai,Tamil Nadu,895,51310,1,1,51310,1,895,51310.00,51310.00
P206,HP Laptop,C0204,Rohan Singh,ELECTRONICS,2025,1,2025-01-31,M,Bangalore,Maharashtra,null,null,3,1,null,3,null,null,null
P210,Air Conditioner,C0562,Pooja Gupta,HOME & LIVING,2025,3,2025-03-25,M,Kolkata,Tamil Nadu,125,null,3,1,null,3,125,null,null
P206,HP Laptop,C0905,Meena Rao,HOME & LIVING,2025,3,2025-03-01,M,Lucknow,Delhi,566,null,3,1,null,3,566,null,null
P201,iPhone 15,C0697,Meena Das,FASHION,2025,1,2025-01-31,M,Bangalore,Karnataka,null,235077,3,1,235077,3,null,78359.00,78359.00
P207,Microwave Oven,C0306,null,FASHION,2025,2,2025-02-25,null,null,null,null,74132,1,1,74132,1,null,74132.00,74132.00
P208,Refrigerator,C0723,Amit Gupta,FASHION,2025,2,2025-02-14,F,Chennai,Uttar Pradesh,null,82344.6,2,1,82344.6,2,null,45747.00,45747.00
null,Levi Jeans,C0542,Rohan Rao,HOME & LIVING,2025,1,2025-01-13,M,Mumbai,Uttar Pradesh,950,204933,3,1,204933,3,950,68311.00,68311.00
P206,HP Laptop,C0781,Arjun Malhotra,HOME & LIVING,2025,1,2025-01-24,M,Bangalore,Rajasthan,null,5762.7,3,1,5762.7,3,null,2022.00,2022.00
P201,iPhone 15,C0429,Sneha Sharma,ELECTRONICS,2025,3,2025-03-03,M,Kolkata,Maharashtra,null,38925.299999999996,3,1,38925.299999999996,3,null,13658.00,13658.00
P203,Sony Headphones,C0938,null,FASHION,2025,1,2025-01-06,null,null,null,null,43995.6,1,1,43995.6,1,null,48884.00,48884.00
P207,Microwave Oven,C0667,null,FASHION,2025,3,2025-03-24,null,null,null,null,null,2,1,null,2,null,null,null
P203,Sony Headphones,null,null,ELECTRONICS,2025,1,2025-01-03,null,null,null,null,13537.800000000001,2,1,13537.800000000001,2,null,7521.00,7521.00
P210,Air Conditioner,C0291,Anjali Das,FASHION,2025,2,2025-02-15,F,Delhi,West Bengal,null,194443.2,3,1,194443.2,3,null,72016.00,72016.00
P201,iPhone 15,C0178,null,FASHION,2025,2,2025-02-17,null,null,null,null,74715,1,1,74715,1,null,74715.00,74715.00
P204,Nike Shoes,C0756,Sneha Malhotra,ELECTRONICS,2025,2,2025-02-05,F,Pune,Uttar Pradesh,2000,null,1,1,null,1,2000,null,null
P206,HP Laptop,C0468,Meena Iyer,FASHION,2025,1,2025-01-09,M,Chennai,Delhi,774,null,2,1,null,2,774,null,null
P206,HP Laptop,C0379,Meena Singh,FASHION,2025,3,2025-03-01,F,Jaipur,West Bengal,null,null,2,1,null,2,null,null,null
P205,Levi Jeans,C0034,Amit Mehta,ELECTRONICS,2025,1,2025-01-26,M,Jaipur,West Bengal,null,89367.45,3,1,89367.45,3,null,31357.00,31357.00
P209,Office Chair,C0816,Rohan Sharma,ELECTRONICS,2025,3,2025-03-05,M,Chennai,West Bengal,null,12783.6,1,1,12783.6,1,null,14204.00,14204.00
P209,Office Chair,C0634,Rohan Sharma,HOME & LIVING,2025,1,2025-01-08,M,Pune,Uttar Pradesh,1124,null,1,1,null,1,1124,null,null
P203,Sony Headphones,C0399,Pooja Iyer,HOME & LIVING,2025,3,2025-03-30,M,Mumbai,Tamil Nadu,null,97032.6,2,1,97032.6,2,null,53907.00,53907.00
P204,Nike Shoes,C0576,Amit Das,FASHION,2025,1,2025-01-08,M,Pune,Telangana,null,null,3,1,null,3,null,null,null
P206,HP Laptop,C0872,null,ELECTRONICS,2025,3,2025-03-15,null,null,null,null,196155,3,1,196155,3,null,72650.00,72650.00
P207,Microwave Oven,C0707,Meena Singh,HOME & LIVING,2025,1,2025-01-21,M,Delhi,Delhi,null,64866,3,1,64866,3,null,22760.00,22760.00
P209,Office Chair,C0450,Anjali Malhotra,HOME & LIVING,2025,2,2025-02-16,F,Chennai,Uttar Pradesh,null,80570.7,3,1,80570.7,3,null,29841.00,29841.00
P204,Nike Shoes,C0844,Amit Rao,HOME & LIVING,2025,2,2025-02-01,M,Kolkata,Telangana,null,null,3,1,null,3,null,null,null
P203,Sony Headphones,C0671,Neha Malhotra,ELECTRONICS,2025,3,2025-03-25,M,Hyderabad,Telangana,null,24280,2,1,24280,2,null,12140.00,12140.00
P209,Office Chair,C0421,Rahul Sharma,ELECTRONICS,2025,3,2025-03-14,M,Delhi,Maharashtra,null,60069.45,3,1,60069.45,3,null,21077.00,21077.00
P202,Samsung TV,C0825,null,HOME & LIVING,2025,2,2025-02-17,null,null,null,null,null,3,1,null,3,null,null,null
P204,Nike Shoes,C0188,null,FASHION,2025,2,2025-02-27,null,null,null,null,null,3,1,null,3,null,null,null
P203,Sony Headphones,C0980,Arjun Sharma,FASHION,2025,3,2025-03-04,F,Bangalore,Maharashtra,318,null,1,1,null,1,318,null,null
P208,Refrigerator,C0047,Anjali Sharma,FASHION,2025,3,2025-03-26,M,Kolkata,Uttar Pradesh,274,null,3,1,null,3,274,null,null
P205,Levi Jeans,C0504,null,HOME & LIVING,2025,3,2025-03-29,null,null,null,null,131806.8,3,1,131806.8,3,null,46248.00,46248.00
P208,Refrigerator,C0308,Arjun Rao,FASHION,2025,2,2025-02-09,F,Hyderabad,Telangana,1380,9966.6,2,1,9966.6,2,1380,5537.00,5537.00
P203,Sony Headphones,C0148,Meena Iyer,HOME & LIVING,2025,2,2025-02-19,M,Kolkata,Delhi,446,197142,3,1,197142,3,446,65714.00,65714.00
P206,HP Laptop,C0139,Karan Rao,FASHION,2025,1,2025-01-20,M,Delhi,Uttar Pradesh,null,null,3,1,null,3,null,null,null
P204,Nike Shoes,C0885,Arjun Singh,HOME & LIVING,2025,2,2025-02-11,M,Jaipur,Uttar Pradesh,null,50627.399999999994,2,1,50627.399999999994,2,null,26646.00,26646.00
P205,Levi Jeans,C0139,Karan Rao,ELECTRONICS,2025,1,2025-01-14,M,Delhi,Uttar Pradesh,null,74715,1,1,74715,1,null,74715.00,74715.00
P209,Office Chair,C0605,null,ELECTRONICS,2025,2,2025-02-03,null,null,null,null,62927.1,1,1,62927.1,1,null,69919.00,69919.00
P203,Sony Headphones,C0863,Sneha Singh,ELECTRONICS,2025,3,2025-03-31,M,Pune,West Bengal,1123,null,2,1,null,2,1123,null,null
P206,HP Laptop,C0782,Meena Sharma,ELECTRONICS,2025,1,2025-01-25,F,Kolkata,Rajasthan,965,null,1,1,null,1,965,null,null
P208,Refrigerator,C0432,Rahul Verma,ELECTRONICS,2025,2,2025-02-11,M,Kolkata,Uttar Pradesh,null,79911.90000000001,3,1,79911.90000000001,3,null,29597.00,29597.00
P202,Samsung TV,C0363,null,FASHION,2025,3,2025-03-01,null,null,null,null,22928.4,3,1,22928.4,3,null,8492.00,8492.00
P203,Sony Headphones,C0127,Sneha Singh,ELECTRONICS,2025,3,2025-03-03,M,Chennai,Telangana,1562,130664,2,1,130664,2,1562,65332.00,65332.00
P203,Sony Headphones,C0439,Anjali Iyer,ELECTRONICS,2025,2,2025-02-21,F,Pune,Telangana,null,null,2,1,null,2,null,null,null
P207,Microwave Oven,C0753,Karan Rao,HOME & LIVING,2025,2,2025-02-19,F,Pune,Karnataka,null,null,1,1,null,1,null,null,null
P206,HP Laptop,C0328,Anjali Gupta,FASHION,2025,2,2025-02-20,M,Kolkata,Uttar Pradesh,null,145216,2,1,145216,2,null,72608.00,72608.00
null,Nike Shoes,C0855,Pooja Iyer,HOME & LIVING,2025,3,2025-03-11,M,Chennai,West Bengal,null,null,3,1,null,3,null,null,null
P205,Levi Jeans,C0470,Rohan Singh,HOME & LIVING,2025,3,2025-03-11,F,Kolkata,Tamil Nadu,null,29088,2,1,29088,2,null,14544.00,14544.00
P202,Samsung TV,C0239,Rohan Iyer,ELECTRONICS,2025,1,2025-01-30,M,Jaipur,Maharashtra,null,128961,3,1,128961,3,null,42987.00,42987.00
P207,Microwave Oven,C0881,Karan Verma,ELECTRONICS,2025,2,2025-02-13,M,Lucknow,Telangana,null,null,1,1,null,1,null,null,null
P209,Office Chair,C0319,Meena Mehta,HOME & LIVING,2025,1,2025-01-12,M,Pune,Tamil Nadu,null,5112.9,3,1,5112.9,3,null,1794.00,1794.00
P209,Office Chair,C0627,null,HOME & LIVING,2025,3,2025-03-06,null,null,null,null,55584,1,1,55584,1,null,55584.00,55584.00
P208,Refrigerator,C0024,Rahul Singh,ELECTRONICS,2025,2,2025-02-22,M,Jaipur,Delhi,null,null,2,1,null,2,null,null,null
P202,Samsung TV,C0803,Meena Das,ELECTRONICS,2025,1,2025-01-12,F,Hyderabad,Telangana,1659,64814.4,1,1,64814.4,1,1659,72016.00,72016.00
P209,Office Chair,C0469,Rahul Verma,HOME & LIVING,2025,1,2025-01-30,M,Delhi,Tamil Nadu,null,210427.2,3,1,210427.2,3,null,77936.00,77936.00
P210,Air Conditioner,C0362,Sneha Malhotra,ELECTRONICS,2025,1,2025-01-18,F,Bangalore,West Bengal,null,76014,3,1,76014,3,null,25338.00,25338.00
P209,Office Chair,C0156,null,HOME & LIVING,2025,1,2025-01-27,null,null,null,null,1015,1,1,1015,1,null,1015.00,1015.00
P206,HP Laptop,C0235,Arjun Iyer,HOME & LIVING,2025,1,2025-01-22,M,Delhi,Delhi,1193,null,2,1,null,2,1193,null,null
P208,Refrigerator,C0090,Amit Sharma,FASHION,2025,3,2025-03-13,F,Kolkata,Karnataka,1562,null,1,1,null,1,1562,null,null
